ID_пользователя,Дата_посещения_сайта,День_недели,Месяц,Наименование_событий,Наименование_страницы,Выручка,Средняя_выручка
605,2024-01-04 00:38:23,Thursday,1,view,cart,,
605,2024-01-04 00:38:46,Thursday,1,purchase,cart,39.06,508.5220910189287
605,2024-01-04 08:15:00,Thursday,1,view,search,,
605,2024-01-22 14:00:00,Monday,1,view,recommendations,,
605,2024-01-22 14:00:21,Monday,1,click,pdp,,
605,2024-01-28 00:32:00,Sunday,1,view,search,,
605,2024-01-13 18:43:00,Saturday,1,view,recommendations,,
605,2024-01-13 18:43:28,Saturday,1,add,pdp,,
605,2024-01-13 18:43:37,Saturday,1,view,cart,,
605,2024-01-13 18:44:07,Saturday,1,purchase,cart,982.07,508.5220910189287
606,2024-01-25 17:35:00,Thursday,1,view,recommendations,,
606,2024-01-25 17:35:41,Thursday,1,add,search,,
606,2024-01-25 17:35:48,Thursday,1,view,cart,,
606,2024-01-25 17:36:27,Thursday,1,purchase,cart,88.18,508.5220910189287
607,2024-01-12 20:20:00,Friday,1,view,main_page,,
607,2024-01-12 20:20:50,Friday,1,add,pdp,,
607,2024-01-12 20:21:06,Friday,1,view,cart,,
607,2024-01-12 20:21:37,Friday,1,purchase,cart,79.08,508.5220910189287
607,2024-01-04 02:31:00,Thursday,1,view,main_page,,
607,2024-01-04 02:31:34,Thursday,1,click,pdp,,
607,2024-01-02 00:49:00,Tuesday,1,view,recommendations,,
607,2024-01-02 00:49:55,Tuesday,1,click,pdp,,
607,2024-01-07 16:10:00,Sunday,1,view,catalog,,
608,2024-01-09 10:04:00,Tuesday,1,view,main_page,,
608,2024-01-09 10:04:24,Tuesday,1,click,pdp,,
608,2024-01-08 19:33:00,Monday,1,click,pdp,,
609,2024-01-16 02:08:00,Tuesday,1,view,search,,
609,2024-01-10 19:00:00,Wednesday,1,view,catalog,,
610,2024-01-05 20:56:00,Friday,1,view,main_page,,
610,2024-01-05 20:56:56,Friday,1,add,catalog,,
610,2024-01-05 20:57:15,Friday,1,view,cart,,
610,2024-01-05 20:57:50,Friday,1,purchase,cart,59.07,508.5220910189287
610,2024-01-27 05:09:00,Saturday,1,view,search,,
610,2024-01-05 21:03:00,Friday,1,view,search,,
610,2024-01-05 21:03:17,Friday,1,click,pdp,,
610,2024-01-01 19:24:00,Monday,1,view,search,,
610,2024-01-01 19:24:29,Monday,1,click,pdp,,
610,2024-01-01 19:24:42,Monday,1,add,pdp,,
610,2024-01-01 19:24:59,Monday,1,view,cart,,
610,2024-01-01 19:25:15,Monday,1,purchase,cart,37.67,508.5220910189287
611,2024-01-25 20:11:00,Thursday,1,view,recommendations,,
611,2024-01-25 20:11:17,Thursday,1,click,pdp,,
611,2024-01-25 20:11:40,Thursday,1,add,pdp,,
611,2024-01-25 20:11:59,Thursday,1,view,cart,,
611,2024-01-25 20:12:29,Thursday,1,purchase,cart,867.98,508.5220910189287
611,2024-01-16 16:42:00,Tuesday,1,view,main_page,,
611,2024-01-16 16:42:14,Tuesday,1,add,catalog,,
611,2024-01-16 16:42:15,Tuesday,1,view,cart,,
611,2024-01-16 16:42:42,Tuesday,1,purchase,cart,560.77,508.5220910189287
612,2024-01-03 05:27:00,Wednesday,1,click,pdp,,
612,2024-01-20 16:08:00,Saturday,1,view,main_page,,
612,2024-01-25 13:56:00,Thursday,1,view,recommendations,,
612,2024-01-25 13:56:42,Thursday,1,click,pdp,,
612,2024-01-26 14:25:00,Friday,1,view,main_page,,
612,2024-01-26 14:25:07,Friday,1,add,search,,
612,2024-01-26 14:25:11,Friday,1,view,cart,,
612,2024-01-26 14:25:49,Friday,1,purchase,cart,791.5,508.5220910189287
612,2024-01-18 00:52:00,Thursday,1,view,recommendations,,
612,2024-01-18 00:52:48,Thursday,1,click,pdp,,
613,2024-01-06 02:30:00,Saturday,1,view,catalog,,
613,2024-01-06 02:30:51,Saturday,1,add,recommendations,,
613,2024-01-06 02:31:02,Saturday,1,view,cart,,
613,2024-01-06 02:31:05,Saturday,1,purchase,cart,538.79,508.5220910189287
613,2024-01-25 03:31:00,Thursday,1,click,pdp,,
614,2024-01-21 19:27:00,Sunday,1,view,search,,
614,2024-01-21 19:27:34,Sunday,1,add,search,,
614,2024-01-21 19:27:49,Sunday,1,view,cart,,
614,2024-01-21 19:28:19,Sunday,1,purchase,cart,816.51,508.5220910189287
615,2024-01-08 06:24:00,Monday,1,view,main_page,,
615,2024-01-08 06:24:52,Monday,1,click,pdp,,
615,2024-01-08 06:25:05,Monday,1,add,pdp,,
615,2024-01-08 06:25:18,Monday,1,view,cart,,
615,2024-01-08 06:25:25,Monday,1,purchase,cart,691.74,508.5220910189287
615,2024-01-23 07:05:00,Tuesday,1,view,catalog,,
615,2024-01-23 07:05:08,Tuesday,1,click,pdp,,
615,2024-01-23 07:05:34,Tuesday,1,add,pdp,,
615,2024-01-23 07:05:46,Tuesday,1,view,cart,,
615,2024-01-23 07:06:16,Tuesday,1,purchase,cart,56.15,508.5220910189287
615,2024-01-16 20:17:00,Tuesday,1,view,main_page,,
615,2024-01-16 20:17:34,Tuesday,1,add,pdp,,
615,2024-01-16 20:17:40,Tuesday,1,view,cart,,
615,2024-01-16 20:17:45,Tuesday,1,purchase,cart,821.19,508.5220910189287
616,2024-01-27 19:16:00,Saturday,1,view,catalog,,
617,2024-01-14 01:28:00,Sunday,1,view,main_page,,
617,2024-01-14 01:28:24,Sunday,1,add,recommendations,,
617,2024-01-14 01:28:42,Sunday,1,view,cart,,
617,2024-01-14 01:29:06,Sunday,1,purchase,cart,856.7,508.5220910189287
617,2024-01-23 04:49:00,Tuesday,1,view,search,,
617,2024-01-23 04:49:28,Tuesday,1,click,pdp,,
617,2024-01-07 03:08:00,Sunday,1,view,catalog,,
617,2024-01-07 03:08:20,Sunday,1,add,recommendations,,
617,2024-01-07 03:08:33,Sunday,1,view,cart,,
617,2024-01-07 03:08:38,Sunday,1,purchase,cart,861.45,508.5220910189287
617,2024-01-10 21:44:00,Wednesday,1,view,main_page,,
617,2024-01-01 14:53:00,Monday,1,view,main_page,,
618,2024-01-10 00:55:00,Wednesday,1,view,main_page,,
618,2024-01-10 00:55:42,Wednesday,1,click,pdp,,
618,2024-01-23 21:11:00,Tuesday,1,click,pdp,,
618,2024-01-02 23:43:00,Tuesday,1,view,main_page,,
618,2024-01-02 23:43:53,Tuesday,1,click,pdp,,
618,2024-01-02 23:43:58,Tuesday,1,add,pdp,,
618,2024-01-02 23:44:05,Tuesday,1,view,cart,,
618,2024-01-02 23:44:16,Tuesday,1,purchase,cart,989.53,508.5220910189287
619,2024-01-19 03:33:00,Friday,1,view,recommendations,,
619,2024-01-16 18:54:00,Tuesday,1,view,main_page,,
619,2024-01-13 03:31:00,Saturday,1,view,catalog,,
619,2024-01-13 03:31:43,Saturday,1,add,search,,
619,2024-01-13 03:31:56,Saturday,1,view,cart,,
619,2024-01-13 03:32:25,Saturday,1,purchase,cart,824.88,508.5220910189287
620,2024-01-13 08:17:00,Saturday,1,add,search,,
620,2024-01-13 08:17:18,Saturday,1,view,cart,,
620,2024-01-13 08:17:38,Saturday,1,purchase,cart,732.19,508.5220910189287
620,2024-01-16 04:27:00,Tuesday,1,view,recommendations,,
620,2024-01-03 11:07:00,Wednesday,1,view,search,,
620,2024-01-03 11:07:35,Wednesday,1,click,pdp,,
620,2024-01-03 11:07:37,Wednesday,1,add,pdp,,
620,2024-01-03 11:07:41,Wednesday,1,view,cart,,
620,2024-01-03 11:07:47,Wednesday,1,purchase,cart,227.19,508.5220910189287
621,2024-01-19 10:33:00,Friday,1,view,main_page,,
622,2024-01-10 21:01:00,Wednesday,1,view,recommendations,,
622,2024-01-10 21:01:30,Wednesday,1,add,catalog,,
622,2024-01-10 21:01:47,Wednesday,1,view,cart,,
622,2024-01-10 21:01:56,Wednesday,1,purchase,cart,80.93,508.5220910189287
622,2024-01-15 09:54:00,Monday,1,view,catalog,,
622,2024-01-26 18:44:00,Friday,1,view,search,,
622,2024-01-26 18:44:14,Friday,1,click,pdp,,
622,2024-01-26 18:44:28,Friday,1,add,pdp,,
622,2024-01-04 11:49:00,Thursday,1,view,search,,
623,2024-01-29 02:14:00,Monday,1,view,recommendations,,
623,2024-01-15 18:47:00,Monday,1,view,search,,
623,2024-01-15 18:47:58,Monday,1,click,pdp,,
623,2024-01-15 18:47:59,Monday,1,add,pdp,,
623,2024-01-15 18:48:15,Monday,1,view,cart,,
623,2024-01-15 18:48:46,Monday,1,purchase,cart,103.49,508.5220910189287
623,2024-01-14 20:56:00,Sunday,1,view,catalog,,
623,2024-01-19 12:38:00,Friday,1,view,catalog,,
623,2024-01-01 18:50:00,Monday,1,view,main_page,,
623,2024-01-01 18:50:35,Monday,1,click,pdp,,
623,2024-01-01 18:50:42,Monday,1,add,pdp,,
624,2024-01-22 13:06:00,Monday,1,view,recommendations,,
624,2024-01-22 13:06:44,Monday,1,add,pdp,,
624,2024-01-22 13:06:58,Monday,1,view,cart,,
624,2024-01-22 13:07:27,Monday,1,purchase,cart,138.77,508.5220910189287
624,2024-01-22 02:32:00,Monday,1,view,catalog,,
624,2024-01-17 18:36:00,Wednesday,1,view,search,,
625,2024-01-11 01:48:00,Thursday,1,view,catalog,,
625,2024-01-11 01:48:05,Thursday,1,click,pdp,,
625,2024-01-18 19:48:00,Thursday,1,add,pdp,,
625,2024-01-18 19:48:09,Thursday,1,view,cart,,
625,2024-01-18 19:48:46,Thursday,1,purchase,cart,547.31,508.5220910189287
625,2024-01-17 19:27:00,Wednesday,1,view,catalog,,
625,2024-01-17 19:27:03,Wednesday,1,click,pdp,,
625,2024-01-17 19:27:20,Wednesday,1,add,pdp,,
625,2024-01-17 19:27:32,Wednesday,1,view,cart,,
625,2024-01-17 19:28:09,Wednesday,1,purchase,cart,551.69,508.5220910189287
625,2024-01-12 17:22:00,Friday,1,view,main_page,,
625,2024-01-12 17:22:22,Friday,1,click,pdp,,
625,2024-01-12 17:22:23,Friday,1,add,pdp,,
625,2024-01-05 05:52:00,Friday,1,view,catalog,,
625,2024-01-05 05:52:33,Friday,1,add,recommendations,,
626,2024-01-24 07:52:00,Wednesday,1,click,pdp,,
626,2024-01-10 13:47:00,Wednesday,1,view,main_page,,
626,2024-01-16 03:01:00,Tuesday,1,view,main_page,,
626,2024-01-10 19:07:00,Wednesday,1,view,search,,
626,2024-01-10 19:07:02,Wednesday,1,click,pdp,,
626,2024-01-10 19:07:12,Wednesday,1,add,pdp,,
626,2024-01-10 19:07:27,Wednesday,1,view,cart,,
626,2024-01-10 19:07:32,Wednesday,1,purchase,cart,1064.58,508.5220910189287
626,2024-01-22 21:02:00,Monday,1,view,recommendations,,
626,2024-01-22 21:02:21,Monday,1,click,pdp,,
626,2024-01-22 21:02:32,Monday,1,add,pdp,,
626,2024-01-22 21:02:36,Monday,1,view,cart,,
626,2024-01-22 21:02:59,Monday,1,purchase,cart,682.51,508.5220910189287
627,2024-01-01 07:32:00,Monday,1,click,pdp,,
627,2024-01-15 09:16:00,Monday,1,add,pdp,,
627,2024-01-15 09:16:12,Monday,1,view,cart,,
627,2024-01-15 09:16:14,Monday,1,purchase,cart,461.7,508.5220910189287
628,2024-01-11 23:45:00,Thursday,1,view,catalog,,
628,2024-01-11 23:45:41,Thursday,1,add,recommendations,,
628,2024-01-11 23:45:49,Thursday,1,view,cart,,
628,2024-01-11 23:46:23,Thursday,1,purchase,cart,354.22,508.5220910189287
628,2024-01-01 10:29:00,Monday,1,view,recommendations,,
629,2024-01-12 01:21:00,Friday,1,view,recommendations,,
629,2024-01-12 01:21:50,Friday,1,click,pdp,,
629,2024-01-12 01:21:58,Friday,1,add,pdp,,
629,2024-01-12 01:22:04,Friday,1,view,cart,,
629,2024-01-12 01:22:38,Friday,1,purchase,cart,711.11,508.5220910189287
629,2024-01-04 12:46:00,Thursday,1,view,recommendations,,
629,2024-01-04 12:46:18,Thursday,1,click,pdp,,
629,2024-01-04 12:46:25,Thursday,1,add,pdp,,
629,2024-01-04 12:46:39,Thursday,1,view,cart,,
629,2024-01-04 12:46:47,Thursday,1,purchase,cart,98.67,508.5220910189287
629,2024-01-14 17:04:00,Sunday,1,view,search,,
629,2024-01-14 17:04:58,Sunday,1,click,pdp,,
629,2024-01-14 17:05:07,Sunday,1,add,pdp,,
629,2024-01-14 17:05:24,Sunday,1,view,cart,,
629,2024-01-14 17:06:01,Sunday,1,purchase,cart,509.93,508.5220910189287
629,2024-01-03 06:22:00,Wednesday,1,view,main_page,,
629,2024-01-29 00:24:00,Monday,1,view,catalog,,
630,2024-01-30 21:00:00,Tuesday,1,view,search,,
630,2024-01-30 21:00:37,Tuesday,1,click,pdp,,
630,2024-01-30 21:00:50,Tuesday,1,add,pdp,,
630,2024-01-23 11:54:00,Tuesday,1,view,search,,
630,2024-01-23 11:54:47,Tuesday,1,add,catalog,,
630,2024-01-23 11:55:05,Tuesday,1,view,cart,,
630,2024-01-23 11:55:35,Tuesday,1,purchase,cart,335.09,508.5220910189287
630,2024-01-13 15:15:00,Saturday,1,view,main_page,,
630,2024-01-22 03:53:00,Monday,1,click,pdp,,
631,2024-01-08 14:44:00,Monday,1,view,search,,
631,2024-01-15 06:23:00,Monday,1,view,catalog,,
631,2024-01-15 06:23:37,Monday,1,add,pdp,,
631,2024-01-15 06:23:45,Monday,1,view,cart,,
631,2024-01-15 06:24:01,Monday,1,purchase,cart,57.07,508.5220910189287
632,2024-01-12 19:32:00,Friday,1,view,recommendations,,
632,2024-01-12 19:32:47,Friday,1,click,pdp,,
632,2024-01-19 19:37:00,Friday,1,view,catalog,,
632,2024-01-19 19:37:12,Friday,1,click,pdp,,
632,2024-01-19 19:37:40,Friday,1,add,pdp,,
632,2024-01-02 22:12:00,Tuesday,1,view,main_page,,
632,2024-01-02 22:12:08,Tuesday,1,add,recommendations,,
632,2024-01-02 22:12:13,Tuesday,1,view,cart,,
632,2024-01-02 22:12:43,Tuesday,1,purchase,cart,611.28,508.5220910189287
633,2024-01-14 23:48:00,Sunday,1,view,main_page,,
633,2024-01-10 07:31:00,Wednesday,1,view,catalog,,
633,2024-01-10 07:31:39,Wednesday,1,click,pdp,,
633,2024-01-10 07:31:56,Wednesday,1,add,pdp,,
633,2024-01-10 07:32:10,Wednesday,1,view,cart,,
633,2024-01-10 07:32:35,Wednesday,1,purchase,cart,250.4,508.5220910189287
633,2024-01-29 10:47:00,Monday,1,view,recommendations,,
633,2024-01-14 11:55:00,Sunday,1,add,catalog,,
633,2024-01-14 11:55:04,Sunday,1,view,cart,,
633,2024-01-14 11:55:16,Sunday,1,purchase,cart,104.09,508.5220910189287
634,2024-01-04 04:41:00,Thursday,1,add,catalog,,
634,2024-01-04 04:41:19,Thursday,1,view,cart,,
634,2024-01-04 04:41:36,Thursday,1,purchase,cart,427.59,508.5220910189287
634,2024-01-12 12:20:00,Friday,1,click,pdp,,
634,2024-01-14 17:51:00,Sunday,1,view,main_page,,
634,2024-01-14 17:51:03,Sunday,1,click,pdp,,
634,2024-01-23 20:47:00,Tuesday,1,view,recommendations,,
634,2024-01-23 20:47:30,Tuesday,1,click,pdp,,
634,2024-01-23 20:47:34,Tuesday,1,add,pdp,,
634,2024-01-08 14:26:00,Monday,1,view,search,,
635,2024-01-12 14:45:00,Friday,1,view,catalog,,
635,2024-01-12 14:45:26,Friday,1,add,pdp,,
635,2024-01-04 22:00:00,Thursday,1,view,main_page,,
635,2024-01-04 22:00:50,Thursday,1,click,pdp,,
635,2024-01-04 22:01:10,Thursday,1,add,pdp,,
635,2024-01-04 22:01:18,Thursday,1,view,cart,,
635,2024-01-04 22:01:35,Thursday,1,purchase,cart,184.49,508.5220910189287
635,2024-01-22 11:47:00,Monday,1,view,catalog,,
635,2024-01-22 11:47:22,Monday,1,click,pdp,,
635,2024-01-04 06:12:00,Thursday,1,view,catalog,,
635,2024-01-04 06:12:31,Thursday,1,add,search,,
635,2024-01-04 06:12:37,Thursday,1,view,cart,,
635,2024-01-04 06:13:14,Thursday,1,purchase,cart,608.49,508.5220910189287
636,2024-01-18 17:36:00,Thursday,1,click,pdp,,
636,2024-01-18 17:36:19,Thursday,1,add,pdp,,
636,2024-01-18 17:36:27,Thursday,1,view,cart,,
636,2024-01-18 17:37:05,Thursday,1,purchase,cart,823.69,508.5220910189287
636,2024-01-19 11:26:00,Friday,1,view,main_page,,
637,2024-01-27 00:38:00,Saturday,1,view,catalog,,
637,2024-01-27 00:38:33,Saturday,1,click,pdp,,
637,2024-01-30 15:29:00,Tuesday,1,view,main_page,,
638,2024-01-27 14:28:00,Saturday,1,view,recommendations,,
638,2024-01-27 14:28:31,Saturday,1,click,pdp,,
638,2024-01-19 03:35:00,Friday,1,view,main_page,,
638,2024-01-19 03:35:18,Friday,1,add,search,,
638,2024-01-19 03:35:25,Friday,1,view,cart,,
638,2024-01-19 03:35:53,Friday,1,purchase,cart,44.56,508.5220910189287
638,2024-01-04 12:31:00,Thursday,1,view,catalog,,
638,2024-01-04 12:31:58,Thursday,1,add,pdp,,
638,2024-01-04 12:32:06,Thursday,1,view,cart,,
638,2024-01-04 12:32:41,Thursday,1,purchase,cart,101.71,508.5220910189287
638,2024-01-06 16:07:00,Saturday,1,view,catalog,,
638,2024-01-06 16:07:14,Saturday,1,add,pdp,,
638,2024-01-06 16:07:21,Saturday,1,view,cart,,
638,2024-01-06 16:07:57,Saturday,1,purchase,cart,1139.43,508.5220910189287
639,2024-01-28 04:43:00,Sunday,1,view,recommendations,,
639,2024-01-06 07:28:00,Saturday,1,add,recommendations,,
639,2024-01-06 07:28:16,Saturday,1,view,cart,,
639,2024-01-06 07:28:30,Saturday,1,purchase,cart,664.59,508.5220910189287
639,2024-01-29 09:05:00,Monday,1,view,recommendations,,
639,2024-01-29 09:05:37,Monday,1,click,pdp,,
639,2024-01-29 09:05:39,Monday,1,add,pdp,,
639,2024-01-29 09:05:55,Monday,1,view,cart,,
639,2024-01-29 09:05:58,Monday,1,purchase,cart,354.25,508.5220910189287
640,2024-01-12 18:48:00,Friday,1,view,catalog,,
640,2024-01-26 19:43:00,Friday,1,view,main_page,,
640,2024-01-26 19:43:29,Friday,1,add,search,,
640,2024-01-26 19:43:30,Friday,1,view,cart,,
640,2024-01-26 19:44:09,Friday,1,purchase,cart,15.04,508.5220910189287
640,2024-01-09 12:22:00,Tuesday,1,view,search,,
640,2024-01-09 12:22:09,Tuesday,1,add,recommendations,,
641,2024-01-04 18:36:00,Thursday,1,view,main_page,,
641,2024-01-04 18:36:28,Thursday,1,click,pdp,,
641,2024-01-04 18:36:42,Thursday,1,add,pdp,,
641,2024-01-21 16:47:00,Sunday,1,view,catalog,,
641,2024-01-07 16:31:00,Sunday,1,view,main_page,,
641,2024-01-07 16:31:47,Sunday,1,add,search,,
641,2024-01-16 01:14:00,Tuesday,1,view,catalog,,
641,2024-01-16 01:14:21,Tuesday,1,click,pdp,,
641,2024-01-16 01:14:31,Tuesday,1,add,pdp,,
642,2024-01-07 06:40:00,Sunday,1,view,catalog,,
642,2024-01-07 06:40:20,Sunday,1,click,pdp,,
643,2024-01-25 13:25:00,Thursday,1,click,pdp,,
643,2024-01-06 09:45:00,Saturday,1,view,main_page,,
643,2024-01-06 09:45:34,Saturday,1,click,pdp,,
643,2024-01-06 09:45:43,Saturday,1,add,pdp,,
643,2024-01-06 09:45:56,Saturday,1,view,cart,,
643,2024-01-06 09:46:06,Saturday,1,purchase,cart,27.74,508.5220910189287
643,2024-01-20 06:16:00,Saturday,1,click,pdp,,
643,2024-01-03 12:07:00,Wednesday,1,view,catalog,,
643,2024-01-03 12:07:39,Wednesday,1,click,pdp,,
643,2024-01-03 12:08:07,Wednesday,1,add,pdp,,
643,2024-01-27 03:46:00,Saturday,1,view,catalog,,
643,2024-01-27 03:46:33,Saturday,1,add,recommendations,,
643,2024-01-27 03:46:38,Saturday,1,view,cart,,
643,2024-01-27 03:47:02,Saturday,1,purchase,cart,618.09,508.5220910189287
644,2024-01-04 01:55:00,Thursday,1,view,recommendations,,
644,2024-01-14 04:26:00,Sunday,1,view,catalog,,
644,2024-01-14 04:26:36,Sunday,1,add,recommendations,,
644,2024-01-05 20:48:00,Friday,1,view,recommendations,,
644,2024-01-05 20:48:22,Friday,1,click,pdp,,
644,2024-01-12 21:40:00,Friday,1,view,search,,
644,2024-01-12 21:40:17,Friday,1,add,recommendations,,
644,2024-01-12 21:40:24,Friday,1,view,cart,,
644,2024-01-12 21:40:49,Friday,1,purchase,cart,659.71,508.5220910189287
644,2024-01-12 01:11:00,Friday,1,view,main_page,,
644,2024-01-12 01:11:58,Friday,1,add,pdp,,
644,2024-01-12 01:12:01,Friday,1,view,cart,,
644,2024-01-12 01:12:19,Friday,1,purchase,cart,94.38,508.5220910189287
645,2024-01-04 13:10:00,Thursday,1,view,main_page,,
645,2024-01-04 13:10:04,Thursday,1,add,pdp,,
645,2024-01-18 02:04:00,Thursday,1,view,search,,
645,2024-01-18 02:04:48,Thursday,1,add,catalog,,
645,2024-01-18 02:04:58,Thursday,1,view,cart,,
645,2024-01-18 02:05:34,Thursday,1,purchase,cart,683.03,508.5220910189287
646,2024-01-15 10:27:00,Monday,1,view,main_page,,
646,2024-01-15 10:27:07,Monday,1,add,recommendations,,
646,2024-01-15 10:27:15,Monday,1,view,cart,,
646,2024-01-15 10:27:44,Monday,1,purchase,cart,113.53,508.5220910189287
647,2024-01-11 01:08:00,Thursday,1,view,main_page,,
647,2024-01-11 01:08:03,Thursday,1,add,catalog,,
647,2024-01-13 18:06:00,Saturday,1,view,search,,
647,2024-01-23 03:41:00,Tuesday,1,view,main_page,,
647,2024-01-23 03:41:13,Tuesday,1,click,pdp,,
647,2024-01-11 03:30:00,Thursday,1,view,main_page,,
648,2024-01-27 10:46:00,Saturday,1,view,search,,
649,2024-01-05 19:04:00,Friday,1,view,recommendations,,
649,2024-01-18 15:00:00,Thursday,1,view,search,,
649,2024-01-18 15:00:24,Thursday,1,add,pdp,,
649,2024-01-18 15:00:27,Thursday,1,view,cart,,
649,2024-01-18 15:00:39,Thursday,1,purchase,cart,936.55,508.5220910189287
649,2024-01-12 14:37:00,Friday,1,add,catalog,,
649,2024-01-12 14:37:10,Friday,1,view,cart,,
649,2024-01-12 14:37:42,Friday,1,purchase,cart,229.46,508.5220910189287
650,2024-01-16 21:35:00,Tuesday,1,view,main_page,,
650,2024-01-16 21:35:04,Tuesday,1,click,pdp,,
650,2024-01-16 21:35:19,Tuesday,1,add,pdp,,
650,2024-01-16 21:35:31,Tuesday,1,view,cart,,
650,2024-01-16 21:35:53,Tuesday,1,purchase,cart,80.45,508.5220910189287
650,2024-01-17 20:55:00,Wednesday,1,view,recommendations,,
650,2024-01-17 20:55:52,Wednesday,1,add,recommendations,,
650,2024-01-17 20:55:55,Wednesday,1,view,cart,,
650,2024-01-17 20:56:05,Wednesday,1,purchase,cart,139.74,508.5220910189287
651,2024-01-20 11:07:00,Saturday,1,view,catalog,,
651,2024-01-20 11:07:08,Saturday,1,add,search,,
651,2024-01-20 11:07:26,Saturday,1,view,cart,,
651,2024-01-20 11:07:53,Saturday,1,purchase,cart,35.88,508.5220910189287
651,2024-01-30 06:03:00,Tuesday,1,view,search,,
651,2024-01-30 06:03:13,Tuesday,1,click,pdp,,
651,2024-01-16 18:33:00,Tuesday,1,view,catalog,,
651,2024-01-16 18:33:55,Tuesday,1,add,search,,
651,2024-01-16 18:33:59,Tuesday,1,view,cart,,
651,2024-01-16 18:34:20,Tuesday,1,purchase,cart,990.37,508.5220910189287
651,2024-01-14 09:17:00,Sunday,1,view,recommendations,,
651,2024-01-14 09:17:24,Sunday,1,click,pdp,,
651,2024-01-14 09:17:32,Sunday,1,add,pdp,,
651,2024-01-14 09:17:43,Sunday,1,view,cart,,
651,2024-01-14 09:18:00,Sunday,1,purchase,cart,919.52,508.5220910189287
652,2024-01-08 18:45:00,Monday,1,view,catalog,,
652,2024-01-08 18:45:41,Monday,1,click,pdp,,
652,2024-01-16 10:10:00,Tuesday,1,view,main_page,,
652,2024-01-16 20:30:00,Tuesday,1,click,pdp,,
652,2024-01-16 20:30:03,Tuesday,1,add,pdp,,
652,2024-01-22 23:39:00,Monday,1,view,search,,
652,2024-01-22 23:39:12,Monday,1,add,recommendations,,
652,2024-01-22 23:39:13,Monday,1,view,cart,,
652,2024-01-22 23:39:25,Monday,1,purchase,cart,378.82,508.5220910189287
652,2024-01-15 10:55:00,Monday,1,view,recommendations,,
652,2024-01-15 10:55:53,Monday,1,add,catalog,,
652,2024-01-15 10:55:56,Monday,1,view,cart,,
652,2024-01-15 10:56:09,Monday,1,purchase,cart,953.74,508.5220910189287
653,2024-01-30 01:32:00,Tuesday,1,view,search,,
653,2024-01-05 01:54:00,Friday,1,view,main_page,,
653,2024-01-05 01:54:43,Friday,1,add,search,,
653,2024-01-05 01:55:00,Friday,1,view,cart,,
653,2024-01-05 01:55:16,Friday,1,purchase,cart,84.68,508.5220910189287
653,2024-01-29 11:53:00,Monday,1,view,catalog,,
653,2024-01-08 15:47:00,Monday,1,view,main_page,,
653,2024-01-20 05:56:00,Saturday,1,view,recommendations,,
653,2024-01-20 05:56:22,Saturday,1,add,search,,
653,2024-01-20 05:56:26,Saturday,1,view,cart,,
653,2024-01-20 05:57:05,Saturday,1,purchase,cart,869.68,508.5220910189287
654,2024-01-06 21:01:00,Saturday,1,view,search,,
654,2024-01-06 21:01:48,Saturday,1,add,recommendations,,
654,2024-01-06 21:02:04,Saturday,1,view,cart,,
654,2024-01-06 21:02:27,Saturday,1,purchase,cart,321.84,508.5220910189287
655,2024-01-27 03:54:00,Saturday,1,view,main_page,,
655,2024-01-30 14:56:00,Tuesday,1,view,recommendations,,
655,2024-01-30 14:56:55,Tuesday,1,click,pdp,,
655,2024-01-30 14:57:17,Tuesday,1,add,pdp,,
655,2024-01-18 13:47:00,Thursday,1,click,pdp,,
655,2024-01-18 13:47:11,Thursday,1,add,pdp,,
655,2024-01-18 13:47:15,Thursday,1,view,cart,,
655,2024-01-18 13:47:36,Thursday,1,purchase,cart,801.47,508.5220910189287
656,2024-01-23 01:52:00,Tuesday,1,view,main_page,,
656,2024-01-23 01:52:06,Tuesday,1,click,pdp,,
656,2024-01-23 01:52:16,Tuesday,1,add,pdp,,
656,2024-01-23 01:52:30,Tuesday,1,view,cart,,
656,2024-01-23 01:53:02,Tuesday,1,purchase,cart,149.61,508.5220910189287
656,2024-01-09 21:54:00,Tuesday,1,view,main_page,,
656,2024-01-09 21:54:55,Tuesday,1,add,catalog,,
656,2024-01-09 21:55:12,Tuesday,1,view,cart,,
656,2024-01-09 21:55:45,Tuesday,1,purchase,cart,745.62,508.5220910189287
656,2024-01-08 07:33:00,Monday,1,view,recommendations,,
656,2024-01-08 07:33:25,Monday,1,add,pdp,,
656,2024-01-08 07:33:27,Monday,1,view,cart,,
656,2024-01-08 07:34:00,Monday,1,purchase,cart,297.83,508.5220910189287
656,2024-01-14 16:11:00,Sunday,1,view,catalog,,
656,2024-01-14 16:11:21,Sunday,1,add,pdp,,
656,2024-01-14 16:11:36,Sunday,1,view,cart,,
656,2024-01-14 16:11:55,Sunday,1,purchase,cart,620.33,508.5220910189287
656,2024-01-22 22:55:00,Monday,1,view,catalog,,
657,2024-01-29 23:30:00,Monday,1,view,search,,
657,2024-01-29 23:30:47,Monday,1,add,pdp,,
657,2024-01-29 23:30:56,Monday,1,view,cart,,
657,2024-01-29 23:31:12,Monday,1,purchase,cart,722.14,508.5220910189287
657,2024-01-17 21:51:00,Wednesday,1,view,recommendations,,
657,2024-01-17 21:51:59,Wednesday,1,click,pdp,,
657,2024-01-17 21:52:11,Wednesday,1,add,pdp,,
657,2024-01-17 21:52:27,Wednesday,1,view,cart,,
